case_id,customer_id,product_id,status,priority,subject,created_date,resolution_time_hours
CAS-004133,CUST_14301,PRD_1228,Escalated,Low,Billing question,2026-05-10 16:17:08,
CAS-004134,CUST_02422,PRD_1129,Closed,High,Warranty claim inquiry,2026-05-10 18:17:08,64.9
CAS-004135,CUST_19274,PRD_1301,Closed,Medium,Where is my order?,2026-05-10 18:17:08,137.6
CAS-004136,CUST_19969,PRD_0301,Closed,Low,Where is my order?,2026-05-10 19:17:08,154.6
CAS-004137,CUST_00816,PRD_0984,New,Low,Where is my order?,2026-05-10 20:17:08,
CAS-004138,CUST_01381,PRD_0114,In Progress,High,Need help with assembly,2026-05-10 23:17:08,
CAS-004139,CUST_14565,PRD_0573,Closed,Medium,Need help with assembly,2026-05-10 23:17:08,109.9
CAS-004140,CUST_18339,PRD_0664,Closed,Low,Billing question,2026-05-10 23:17:08,48.8
CAS-004141,CUST_05457,PRD_1122,Closed,Medium,Need help with assembly,2026-05-10 23:17:08,75.3
CAS-004142,CUST_05203,PRD_1420,New,Low,Product arrived damaged,2026-05-11 00:17:08,
CAS-004143,CUST_18905,PRD_1134,Closed,Critical,Product arrived damaged,2026-05-11 03:17:08,29.0
CAS-004144,CUST_11983,PRD_1031,Closed,Low,Return request,2026-05-11 03:17:08,118.5
CAS-004145,CUST_16092,PRD_0837,In Progress,High,Product arrived damaged,2026-05-11 05:17:08,
CAS-004146,CUST_00638,PRD_1325,Closed,Medium,Defective item,2026-05-11 06:17:08,116.7
CAS-004147,CUST_08424,PRD_0702,Closed,Critical,Need help with assembly,2026-05-11 07:17:08,74.5
CAS-004148,CUST_08212,PRD_0962,Closed,Low,Billing question,2026-05-11 09:17:08,92.9
CAS-004149,CUST_00119,PRD_1428,Closed,Medium,Missing parts in box,2026-05-11 10:17:08,3.4
CAS-004150,CUST_01733,PRD_0889,Closed,Medium,Where is my order?,2026-05-11 16:17:08,77.5
CAS-004151,CUST_16389,PRD_1243,In Progress,Medium,Billing question,2026-05-12 02:17:08,
CAS-004152,CUST_13071,PRD_1070,Closed,Low,Product arrived damaged,2026-05-12 03:17:08,52.2
CAS-004153,CUST_04805,PRD_0822,Closed,Low,Where is my order?,2026-05-12 04:17:08,134.0
CAS-004154,CUST_14338,PRD_0055,Closed,Medium,Product arrived damaged,2026-05-12 04:17:08,43.9
CAS-004155,CUST_02443,PRD_1322,Escalated,High,Defective item,2026-05-12 11:17:08,
CAS-004156,CUST_13036,PRD_1112,New,Low,Product arrived damaged,2026-05-12 14:17:08,
CAS-004157,CUST_13154,PRD_0775,Closed,Low,Missing parts in box,2026-05-12 14:17:08,141.2
CAS-004158,CUST_12049,PRD_1303,Closed,Critical,Where is my order?,2026-05-12 20:17:08,97.4
CAS-004159,CUST_06256,PRD_0253,In Progress,Medium,Need help with assembly,2026-05-12 23:17:08,
CAS-004160,CUST_11829,PRD_0488,Closed,Critical,Return request,2026-05-13 00:17:08,23.3
CAS-004161,CUST_00591,PRD_0174,Closed,Low,Where is my order?,2026-05-13 00:17:08,141.0
CAS-004162,CUST_00647,PRD_1070,Closed,Medium,Billing question,2026-05-13 02:17:08,44.7
CAS-004163,CUST_15443,PRD_0003,New,Medium,Defective item,2026-05-13 06:17:08,
CAS-004164,CUST_01292,PRD_0983,Closed,High,Billing question,2026-05-13 10:17:08,62.3
CAS-004165,CUST_09347,PRD_0120,Closed,Medium,Missing parts in box,2026-05-13 10:17:08,10.2
CAS-004166,CUST_17956,PRD_1186,In Progress,Medium,Return request,2026-05-13 11:17:08,
CAS-004167,CUST_04970,PRD_1328,Closed,Medium,Missing parts in box,2026-05-13 12:17:08,76.7
CAS-004168,CUST_02208,PRD_0188,Closed,Medium,Product arrived damaged,2026-05-13 12:17:08,55.7
CAS-004169,CUST_15368,PRD_0105,Closed,Medium,Where is my order?,2026-05-13 15:17:08,1.1
CAS-004170,CUST_05788,PRD_0025,Closed,Medium,Return request,2026-05-13 15:17:08,5.7
CAS-004171,CUST_09472,PRD_1158,New,Low,Billing question,2026-05-13 17:17:08,
CAS-004172,CUST_07525,PRD_1441,In Progress,Medium,Need help with assembly,2026-05-13 20:17:08,
CAS-004173,CUST_05641,PRD_1270,New,Low,Billing question,2026-05-13 23:17:08,
CAS-004174,CUST_08816,PRD_1328,Closed,Medium,Billing question,2026-05-14 04:17:08,101.7
CAS-004175,CUST_10937,PRD_1311,Closed,Medium,Warranty claim inquiry,2026-05-14 06:17:08,144.6
CAS-004176,CUST_14789,PRD_0634,Closed,Medium,Missing parts in box,2026-05-14 09:17:08,100.4
CAS-004177,CUST_08452,PRD_1371,Closed,Low,Need help with assembly,2026-05-14 10:17:08,26.3
CAS-004178,CUST_09314,PRD_0232,New,Low,Return request,2026-05-14 11:17:08,
CAS-004179,CUST_12006,PRD_0191,Closed,Low,Warranty claim inquiry,2026-05-14 11:17:08,49.7
CAS-004180,CUST_07530,PRD_0910,In Progress,High,Defective item,2026-05-14 17:17:08,
CAS-004181,CUST_19921,PRD_0917,Closed,Low,Defective item,2026-05-14 19:17:08,96.8
CAS-004182,CUST_00158,PRD_1086,Closed,Medium,Return request,2026-05-14 21:17:08,151.4
CAS-004183,CUST_15002,PRD_0617,Escalated,Medium,Product arrived damaged,2026-05-15 00:17:08,
CAS-004184,CUST_12812,PRD_1058,Closed,Medium,Where is my order?,2026-05-15 02:17:08,103.8
CAS-004185,CUST_01143,PRD_1056,In Progress,Medium,Product arrived damaged,2026-05-15 06:17:08,
CAS-004186,CUST_11057,PRD_1031,In Progress,High,Defective item,2026-05-15 12:17:08,
CAS-004187,CUST_11649,PRD_0910,In Progress,Medium,Missing parts in box,2026-05-15 13:17:08,
CAS-004188,CUST_18926,PRD_1143,In Progress,Low,Defective item,2026-05-15 14:17:08,
CAS-004189,CUST_07979,PRD_0650,In Progress,Low,Need help with assembly,2026-05-15 17:17:08,
CAS-004190,CUST_03820,PRD_0186,Closed,Medium,Product arrived damaged,2026-05-15 22:17:08,19.2
CAS-004191,CUST_02321,PRD_1095,Closed,Medium,Missing parts in box,2026-05-15 23:17:08,134.7
CAS-004192,CUST_18151,PRD_1369,Closed,Medium,Return request,2026-05-16 00:17:08,86.5
CAS-004193,CUST_11698,PRD_1182,Closed,High,Defective item,2026-05-16 01:17:08,13.8
CAS-004194,CUST_01715,PRD_1350,In Progress,Medium,Billing question,2026-05-16 03:17:08,
CAS-004195,CUST_17429,PRD_0018,Closed,Low,Product arrived damaged,2026-05-16 03:17:08,46.9
CAS-004196,CUST_08674,PRD_0318,Closed,Low,Return request,2026-05-16 05:17:08,144.4
CAS-004197,CUST_04400,PRD_0018,Closed,High,Return request,2026-05-16 06:17:08,111.7
CAS-004198,CUST_18824,PRD_1059,Closed,Low,Billing question,2026-05-16 06:17:08,139.0
CAS-004199,CUST_19981,PRD_0289,Closed,Medium,Where is my order?,2026-05-16 07:17:08,18.0
CAS-004200,CUST_08369,PRD_1247,Closed,High,Missing parts in box,2026-05-16 09:17:08,79.6
CAS-004201,CUST_19133,PRD_0508,Closed,Low,Billing question,2026-05-16 09:17:08,50.2
CAS-004202,CUST_08260,PRD_1398,Closed,Medium,Billing question,2026-05-16 12:17:08,92.5
CAS-004203,CUST_14084,PRD_0161,Closed,High,Billing question,2026-05-16 12:17:08,14.5
CAS-004204,CUST_01554,PRD_0556,In Progress,Low,Return request,2026-05-16 15:17:08,
CAS-004205,CUST_13888,PRD_0914,Closed,Medium,Defective item,2026-05-16 18:17:08,150.8
CAS-004206,CUST_14910,PRD_1208,Closed,Medium,Billing question,2026-05-16 20:17:08,109.4
CAS-004207,CUST_16801,PRD_0529,Closed,Low,Billing question,2026-05-16 20:17:08,47.6
CAS-004208,CUST_00140,PRD_0237,Closed,Critical,Need help with assembly,2026-05-17 02:17:08,40.3
CAS-004209,CUST_06981,PRD_0852,Closed,Medium,Product arrived damaged,2026-05-17 02:17:08,116.6
CAS-004210,CUST_14867,PRD_0682,Closed,Critical,Where is my order?,2026-05-17 03:17:08,73.6
CAS-004211,CUST_08166,PRD_1057,Closed,Medium,Product arrived damaged,2026-05-17 07:17:08,42.9
CAS-004212,CUST_17302,PRD_0587,In Progress,High,Missing parts in box,2026-05-17 07:17:08,
CAS-004213,CUST_11452,PRD_0834,Closed,Low,Where is my order?,2026-05-17 08:17:08,121.0
CAS-004214,CUST_18167,PRD_0824,Closed,Low,Need help with assembly,2026-05-17 08:17:08,61.1
CAS-004215,CUST_02035,PRD_0954,Closed,Medium,Product arrived damaged,2026-05-17 09:17:08,41.1
CAS-004216,CUST_00992,PRD_0648,Closed,Low,Warranty claim inquiry,2026-05-17 13:17:08,43.1
CAS-004217,CUST_04278,PRD_0921,In Progress,Low,Missing parts in box,2026-05-17 13:17:08,
CAS-004218,CUST_14418,PRD_1383,In Progress,Low,Need help with assembly,2026-05-17 14:17:08,
CAS-004219,CUST_16124,PRD_0139,Closed,High,Defective item,2026-05-17 16:17:08,120.5
CAS-004220,CUST_11540,PRD_0857,Closed,Low,Warranty claim inquiry,2026-05-17 16:17:08,50.8
CAS-004221,CUST_02507,PRD_0430,Closed,Medium,Product arrived damaged,2026-05-17 18:17:08,18.6
CAS-004222,CUST_16000,PRD_1106,Closed,High,Product arrived damaged,2026-05-17 18:17:08,94.1
CAS-004223,CUST_09792,PRD_0711,Closed,Medium,Return request,2026-05-17 20:17:08,54.3
CAS-004224,CUST_10686,PRD_1452,Closed,Low,Missing parts in box,2026-05-17 23:17:08,60.1
CAS-004225,CUST_05415,PRD_1288,New,High,Need help with assembly,2026-05-17 23:17:08,
CAS-004226,CUST_05615,PRD_1358,Escalated,Low,Defective item,2026-05-17 23:17:08,
CAS-004227,CUST_08930,PRD_0799,Closed,Low,Missing parts in box,2026-05-18 01:17:08,155.5
CAS-004228,CUST_05123,PRD_1419,In Progress,Medium,Missing parts in box,2026-05-18 02:17:08,
CAS-004229,CUST_07948,PRD_0163,Closed,Low,Warranty claim inquiry,2026-05-18 07:17:08,26.7
CAS-004230,CUST_18203,PRD_0943,Closed,Low,Where is my order?,2026-05-18 07:17:08,104.0
CAS-004231,CUST_05222,PRD_0035,Closed,Medium,Warranty claim inquiry,2026-05-18 08:17:08,29.0
CAS-004232,CUST_09601,PRD_0260,Closed,High,Billing question,2026-05-18 12:17:08,88.3
CAS-004233,CUST_04463,PRD_0876,Closed,Medium,Return request,2026-05-18 12:17:08,92.0
CAS-004234,CUST_15164,PRD_0776,In Progress,Low,Product arrived damaged,2026-05-18 13:17:08,
CAS-004235,CUST_15831,PRD_0920,Closed,Low,Warranty claim inquiry,2026-05-18 16:17:08,85.5
CAS-004236,CUST_00238,PRD_0833,Closed,Medium,Need help with assembly,2026-05-18 18:17:08,14.4
CAS-004237,CUST_11370,PRD_1304,Closed,Low,Return request,2026-05-18 18:17:08,38.1
CAS-004238,CUST_06321,PRD_1332,Closed,Low,Need help with assembly,2026-05-18 19:17:08,72.0
CAS-004239,CUST_01198,PRD_0115,Closed,High,Missing parts in box,2026-05-18 19:17:08,76.6
CAS-004240,CUST_11681,PRD_1446,Escalated,Low,Billing question,2026-05-18 20:17:08,
CAS-004241,CUST_15149,PRD_0452,In Progress,High,Need help with assembly,2026-05-18 21:17:08,
CAS-004242,CUST_14686,PRD_0047,In Progress,Low,Missing parts in box,2026-05-19 02:17:08,
CAS-004243,CUST_04994,PRD_0679,Closed,Medium,Return request,2026-05-19 03:17:08,8.0
CAS-004244,CUST_17079,PRD_1237,Escalated,High,Warranty claim inquiry,2026-05-19 07:17:08,
CAS-004245,CUST_15013,PRD_1330,Closed,Medium,Product arrived damaged,2026-05-19 07:17:08,150.0
CAS-004246,CUST_15620,PRD_1143,In Progress,Low,Where is my order?,2026-05-19 09:17:08,
CAS-004247,CUST_09355,PRD_0819,Closed,Medium,Billing question,2026-05-19 10:17:08,107.5
CAS-004248,CUST_11249,PRD_0779,In Progress,Low,Product arrived damaged,2026-05-19 11:17:08,
CAS-004249,CUST_16873,PRD_1375,In Progress,Critical,Missing parts in box,2026-05-19 12:17:08,
CAS-004250,CUST_06791,PRD_0384,Closed,Medium,Need help with assembly,2026-05-19 17:17:08,125.6
CAS-004251,CUST_09288,PRD_1115,Closed,Low,Return request,2026-05-19 17:17:08,116.2
CAS-004252,CUST_00951,PRD_0022,Closed,Medium,Defective item,2026-05-19 20:17:08,116.1
CAS-004253,CUST_10250,PRD_1194,Closed,Low,Missing parts in box,2026-05-19 22:17:08,103.7
CAS-004254,CUST_13520,PRD_0050,Closed,Medium,Return request,2026-05-20 00:17:08,6.3
CAS-004255,CUST_01547,PRD_0462,In Progress,Low,Warranty claim inquiry,2026-05-20 05:17:08,
CAS-004256,CUST_16534,PRD_1022,Closed,Low,Where is my order?,2026-05-20 06:17:08,20.6
CAS-004257,CUST_08119,PRD_0729,Closed,Low,Defective item,2026-05-20 06:17:08,91.9
CAS-004258,CUST_17961,PRD_0156,Closed,Low,Product arrived damaged,2026-05-20 06:17:08,149.8
CAS-004259,CUST_07159,PRD_0424,Closed,Low,Billing question,2026-05-20 06:17:08,20.5
CAS-004260,CUST_10685,PRD_0827,In Progress,High,Billing question,2026-05-20 07:17:08,
CAS-004261,CUST_14741,PRD_1006,New,Medium,Need help with assembly,2026-05-20 08:17:08,
CAS-004262,CUST_12484,PRD_0750,Closed,Medium,Defective item,2026-05-20 08:17:08,167.7
CAS-004263,CUST_19051,PRD_1368,Closed,Low,Missing parts in box,2026-05-20 09:17:08,117.4
CAS-004264,CUST_18680,PRD_0760,Closed,Medium,Return request,2026-05-20 11:17:08,95.9
CAS-004265,CUST_07865,PRD_1410,New,Low,Defective item,2026-05-20 15:17:08,
CAS-004266,CUST_02720,PRD_0908,In Progress,Medium,Where is my order?,2026-05-20 18:17:08,
CAS-004267,CUST_09380,PRD_0153,Escalated,Low,Warranty claim inquiry,2026-05-20 19:17:08,
CAS-004268,CUST_04293,PRD_1358,Closed,High,Return request,2026-05-20 19:17:08,116.2
CAS-004269,CUST_14849,PRD_1370,In Progress,High,Need help with assembly,2026-05-20 19:17:08,
CAS-004270,CUST_03155,PRD_0138,Closed,Low,Need help with assembly,2026-05-20 22:17:08,109.6
CAS-004271,CUST_12264,PRD_1007,New,High,Missing parts in box,2026-05-21 02:17:08,
CAS-004272,CUST_06702,PRD_0083,Closed,Low,Need help with assembly,2026-05-21 02:17:08,11.0
CAS-004273,CUST_08588,PRD_0949,Closed,Low,Warranty claim inquiry,2026-05-21 05:17:08,105.0
CAS-004274,CUST_17922,PRD_0290,New,Medium,Missing parts in box,2026-05-21 08:17:08,
CAS-004275,CUST_07929,PRD_0353,Closed,Low,Where is my order?,2026-05-21 08:17:08,122.7
CAS-004276,CUST_09363,PRD_0020,Closed,Medium,Need help with assembly,2026-05-21 08:17:08,48.5
CAS-004277,CUST_09489,PRD_1319,Closed,Critical,Product arrived damaged,2026-05-21 10:17:08,73.9
CAS-004278,CUST_02902,PRD_1130,Closed,Low,Product arrived damaged,2026-05-21 10:17:08,134.1
CAS-004279,CUST_15670,PRD_1171,Closed,High,Return request,2026-05-21 13:17:08,28.5
CAS-004280,CUST_15678,PRD_1245,Closed,Low,Missing parts in box,2026-05-21 14:17:08,5.5
CAS-004281,CUST_07756,PRD_0316,New,High,Return request,2026-05-21 14:17:08,
CAS-004282,CUST_18144,PRD_1218,Escalated,Low,Where is my order?,2026-05-21 15:17:08,
CAS-004283,CUST_09916,PRD_1495,Closed,Medium,Warranty claim inquiry,2026-05-21 15:17:08,35.1
CAS-004284,CUST_12023,PRD_0969,In Progress,Medium,Where is my order?,2026-05-21 16:17:08,
CAS-004285,CUST_14170,PRD_1418,In Progress,Medium,Need help with assembly,2026-05-21 18:17:08,
CAS-004286,CUST_06084,PRD_1011,Closed,Medium,Warranty claim inquiry,2026-05-21 19:17:08,70.5
CAS-004287,CUST_03818,PRD_0309,In Progress,Low,Product arrived damaged,2026-05-21 20:17:08,
CAS-004288,CUST_06679,PRD_1030,Closed,Medium,Where is my order?,2026-05-21 22:17:08,148.4
CAS-004289,CUST_10005,PRD_1148,Closed,Low,Product arrived damaged,2026-05-21 22:17:08,49.4
CAS-004290,CUST_19738,PRD_0104,In Progress,Medium,Where is my order?,2026-05-21 22:17:08,
CAS-004291,CUST_11812,PRD_0324,Closed,Medium,Warranty claim inquiry,2026-05-22 01:17:08,51.4
CAS-004292,CUST_18866,PRD_1209,In Progress,Medium,Product arrived damaged,2026-05-22 03:17:08,
CAS-004293,CUST_10517,PRD_0804,Closed,Low,Warranty claim inquiry,2026-05-22 06:17:08,37.2
CAS-004294,CUST_07652,PRD_0883,New,Critical,Defective item,2026-05-22 07:17:08,
CAS-004295,CUST_02268,PRD_0992,Closed,Critical,Where is my order?,2026-05-22 13:17:08,163.6
CAS-004296,CUST_17953,PRD_1154,New,Medium,Where is my order?,2026-05-22 13:17:08,
CAS-004297,CUST_15701,PRD_0596,Closed,High,Product arrived damaged,2026-05-22 13:17:08,133.5
CAS-004298,CUST_03671,PRD_0490,Escalated,High,Warranty claim inquiry,2026-05-22 15:17:08,
CAS-004299,CUST_08160,PRD_0558,Closed,Low,Missing parts in box,2026-05-22 15:17:08,149.2
CAS-004300,CUST_02511,PRD_0525,Closed,Medium,Billing question,2026-05-22 18:17:08,161.0
CAS-004301,CUST_16251,PRD_0930,Closed,Low,Return request,2026-05-22 18:17:08,139.0
CAS-004302,CUST_15049,PRD_0312,Closed,Low,Warranty claim inquiry,2026-05-22 19:17:08,119.2
CAS-004303,CUST_06848,PRD_0241,New,Low,Defective item,2026-05-22 22:17:08,
CAS-004304,CUST_16301,PRD_1316,New,Low,Where is my order?,2026-05-22 22:17:08,
CAS-004305,CUST_01798,PRD_0647,New,Critical,Billing question,2026-05-22 23:17:08,
CAS-004306,CUST_18787,PRD_1254,Closed,Critical,Defective item,2026-05-22 23:17:08,160.3
CAS-004307,CUST_15128,PRD_0047,Closed,Low,Product arrived damaged,2026-05-22 23:17:08,71.9
CAS-004308,CUST_13193,PRD_1224,Escalated,Medium,Defective item,2026-05-23 01:17:08,
CAS-004309,CUST_04487,PRD_0508,Closed,Medium,Warranty claim inquiry,2026-05-23 06:17:08,144.8
CAS-004310,CUST_10430,PRD_1071,Closed,Low,Product arrived damaged,2026-05-23 08:17:08,83.4
CAS-004311,CUST_02153,PRD_0562,Closed,Medium,Product arrived damaged,2026-05-23 15:17:08,145.7
CAS-004312,CUST_09773,PRD_0442,Closed,Low,Product arrived damaged,2026-05-23 18:17:08,31.5
CAS-004313,CUST_16087,PRD_0601,Closed,Medium,Missing parts in box,2026-05-23 19:17:08,149.6
CAS-004314,CUST_06315,PRD_1277,Closed,Medium,Need help with assembly,2026-05-24 01:17:08,88.9
CAS-004315,CUST_00171,PRD_1184,In Progress,Low,Billing question,2026-05-24 01:17:08,
CAS-004316,CUST_10651,PRD_1110,In Progress,Medium,Need help with assembly,2026-05-24 02:17:08,
CAS-004317,CUST_08990,PRD_0730,Closed,Medium,Return request,2026-05-24 04:17:08,57.4
CAS-004318,CUST_03747,PRD_1180,Closed,Low,Defective item,2026-05-24 06:17:08,104.6
CAS-004319,CUST_17020,PRD_0339,Closed,Critical,Warranty claim inquiry,2026-05-24 10:17:08,154.5
CAS-004320,CUST_17951,PRD_1455,Closed,Medium,Billing question,2026-05-24 11:17:08,152.8
CAS-004321,CUST_06309,PRD_0298,In Progress,High,Warranty claim inquiry,2026-05-24 16:17:08,
CAS-004322,CUST_13475,PRD_0523,Closed,Low,Billing question,2026-05-24 16:17:08,117.0
CAS-004323,CUST_08962,PRD_1060,Closed,Low,Defective item,2026-05-24 22:17:08,71.3
CAS-004324,CUST_12875,PRD_0473,Closed,High,Billing question,2026-05-25 05:17:08,45.4
CAS-004325,CUST_03462,PRD_0937,Closed,Low,Return request,2026-05-25 08:17:08,67.9
CAS-004326,CUST_14493,PRD_0985,Escalated,Low,Defective item,2026-05-25 09:17:08,
CAS-004327,CUST_16823,PRD_0619,New,Low,Product arrived damaged,2026-05-25 10:17:08,
CAS-004328,CUST_08293,PRD_0163,Closed,Low,Return request,2026-05-25 12:17:08,130.6
CAS-004329,CUST_07019,PRD_1440,Closed,Medium,Defective item,2026-05-25 13:17:08,119.0
CAS-004330,CUST_03876,PRD_0209,Closed,Low,Missing parts in box,2026-05-25 13:17:08,91.0
CAS-004331,CUST_12290,PRD_0156,Closed,Low,Where is my order?,2026-05-25 15:17:08,34.1
CAS-004332,CUST_00726,PRD_0682,Closed,Low,Return request,2026-05-25 16:17:08,126.0
CAS-004333,CUST_12422,PRD_0719,Escalated,Medium,Missing parts in box,2026-05-25 17:17:08,
CAS-004334,CUST_08088,PRD_0778,In Progress,Low,Missing parts in box,2026-05-25 18:17:08,
CAS-004335,CUST_07585,PRD_1024,Closed,High,Billing question,2026-05-25 19:17:08,163.1
CAS-004336,CUST_00895,PRD_0407,New,Low,Missing parts in box,2026-05-25 20:17:08,
CAS-004337,CUST_10315,PRD_0576,Closed,Medium,Return request,2026-05-25 21:17:08,106.5
CAS-004338,CUST_13894,PRD_0059,Closed,Low,Product arrived damaged,2026-05-26 01:17:08,69.5
CAS-004339,CUST_02826,PRD_0190,In Progress,Low,Defective item,2026-05-26 01:17:08,
CAS-004340,CUST_04910,PRD_0452,Closed,Low,Defective item,2026-05-26 02:17:08,83.9
CAS-004341,CUST_04120,PRD_1415,Closed,Medium,Where is my order?,2026-05-26 04:17:08,45.6
CAS-004342,CUST_06805,PRD_0800,Closed,Medium,Warranty claim inquiry,2026-05-26 04:17:08,128.9
CAS-004343,CUST_19036,PRD_0666,Closed,Medium,Billing question,2026-05-26 06:17:08,147.1
CAS-004344,CUST_06347,PRD_0530,New,Medium,Product arrived damaged,2026-05-26 06:17:08,
CAS-004345,CUST_11820,PRD_0068,Closed,Medium,Where is my order?,2026-05-26 08:17:08,15.2
CAS-004346,CUST_08508,PRD_0040,New,Medium,Warranty claim inquiry,2026-05-26 08:17:08,
CAS-004347,CUST_08254,PRD_1151,In Progress,Medium,Missing parts in box,2026-05-26 09:17:08,
CAS-004348,CUST_15528,PRD_0950,In Progress,Medium,Product arrived damaged,2026-05-26 10:17:08,
CAS-004349,CUST_15959,PRD_1169,New,Medium,Return request,2026-05-26 13:17:08,
CAS-004350,CUST_04067,PRD_0625,Closed,Medium,Need help with assembly,2026-05-26 13:17:08,147.3
CAS-004351,CUST_12688,PRD_0877,Closed,Low,Return request,2026-05-26 15:17:08,48.6
CAS-004352,CUST_15597,PRD_1425,In Progress,High,Return request,2026-05-26 18:17:08,
CAS-004353,CUST_16401,PRD_0016,Closed,Low,Product arrived damaged,2026-05-26 19:17:08,58.2
CAS-004354,CUST_02191,PRD_1328,In Progress,Critical,Billing question,2026-05-27 04:17:08,
CAS-004355,CUST_19005,PRD_1357,In Progress,Low,Missing parts in box,2026-05-27 04:17:08,
CAS-004356,CUST_10258,PRD_1381,Closed,Low,Where is my order?,2026-05-27 08:17:08,31.7
CAS-004357,CUST_05319,PRD_0866,Closed,Medium,Missing parts in box,2026-05-27 09:17:08,93.0
CAS-004358,CUST_02986,PRD_1407,Closed,Medium,Product arrived damaged,2026-05-27 09:17:08,82.2
CAS-004359,CUST_15242,PRD_1140,New,Medium,Where is my order?,2026-05-27 11:17:08,
CAS-004360,CUST_09302,PRD_1304,In Progress,Medium,Return request,2026-05-27 12:17:08,
CAS-004361,CUST_07845,PRD_0084,Closed,Critical,Missing parts in box,2026-05-27 17:17:08,124.2
CAS-004362,CUST_09888,PRD_1146,Closed,Medium,Missing parts in box,2026-05-27 18:17:08,158.0
CAS-004363,CUST_09451,PRD_0356,New,High,Warranty claim inquiry,2026-05-28 00:17:08,
CAS-004364,CUST_04908,PRD_1110,Escalated,Low,Warranty claim inquiry,2026-05-28 01:17:08,
CAS-004365,CUST_15463,PRD_1461,Closed,Medium,Return request,2026-05-28 03:17:08,113.6
CAS-004366,CUST_18180,PRD_0256,Closed,Medium,Warranty claim inquiry,2026-05-28 03:17:08,96.8
CAS-004367,CUST_10673,PRD_0775,New,Low,Missing parts in box,2026-05-28 05:17:08,
CAS-004368,CUST_02713,PRD_0700,Closed,Critical,Need help with assembly,2026-05-28 08:17:08,79.9
CAS-004369,CUST_17193,PRD_0960,Closed,Medium,Product arrived damaged,2026-05-28 09:17:08,11.8
CAS-004370,CUST_02392,PRD_1478,Closed,Medium,Product arrived damaged,2026-05-28 09:17:08,100.3
CAS-004371,CUST_13649,PRD_0245,Closed,Medium,Where is my order?,2026-05-28 10:17:08,20.4
CAS-004372,CUST_08343,PRD_0782,Escalated,Medium,Where is my order?,2026-05-28 10:17:08,
CAS-004373,CUST_07901,PRD_0124,Closed,Critical,Billing question,2026-05-28 15:17:08,144.0
CAS-004374,CUST_09896,PRD_1003,Closed,Low,Warranty claim inquiry,2026-05-28 16:17:08,123.2
CAS-004375,CUST_17912,PRD_1335,Closed,High,Return request,2026-05-28 16:17:08,113.0
CAS-004376,CUST_15823,PRD_0599,Closed,Low,Billing question,2026-05-28 20:17:08,84.0
CAS-004377,CUST_03965,PRD_1296,Closed,Low,Need help with assembly,2026-05-28 21:17:08,94.6
CAS-004378,CUST_03107,PRD_0322,Escalated,Low,Where is my order?,2026-05-28 23:17:08,
CAS-004379,CUST_01010,PRD_1128,Closed,Medium,Need help with assembly,2026-05-29 01:17:08,93.7
CAS-004380,CUST_19188,PRD_0124,Closed,Medium,Defective item,2026-05-29 02:17:08,96.5
CAS-004381,CUST_17733,PRD_0882,Closed,Medium,Return request,2026-05-29 03:17:08,4.3
CAS-004382,CUST_07046,PRD_1170,Closed,High,Return request,2026-05-29 06:17:08,92.7
CAS-004383,CUST_17355,PRD_0274,Closed,Medium,Where is my order?,2026-05-29 06:17:08,68.2
CAS-004384,CUST_15480,PRD_0020,Closed,Low,Product arrived damaged,2026-05-29 07:17:08,3.3
CAS-004385,CUST_01992,PRD_1081,Closed,High,Defective item,2026-05-29 08:17:08,82.4
CAS-004386,CUST_19007,PRD_0461,Closed,Medium,Need help with assembly,2026-05-29 11:17:08,73.6
CAS-004387,CUST_01151,PRD_1169,New,High,Warranty claim inquiry,2026-05-29 11:17:08,
CAS-004388,CUST_05065,PRD_1378,In Progress,Low,Defective item,2026-05-29 13:17:08,
CAS-004389,CUST_13415,PRD_1402,Closed,Low,Need help with assembly,2026-05-29 14:17:08,74.5
CAS-004390,CUST_09385,PRD_1379,Closed,Low,Missing parts in box,2026-05-29 15:17:08,143.4
CAS-004391,CUST_13995,PRD_0965,Closed,Low,Defective item,2026-05-29 17:17:08,74.8
CAS-004392,CUST_16707,PRD_0329,Closed,Low,Where is my order?,2026-05-29 20:17:08,130.2
CAS-004393,CUST_18921,PRD_0717,Closed,Medium,Product arrived damaged,2026-05-30 00:17:08,84.2
CAS-004394,CUST_10940,PRD_0272,Closed,High,Need help with assembly,2026-05-30 00:17:08,33.4
CAS-004395,CUST_05884,PRD_0814,New,Medium,Warranty claim inquiry,2026-05-30 04:17:08,
CAS-004396,CUST_12745,PRD_1359,New,Low,Missing parts in box,2026-05-30 05:17:08,
CAS-004397,CUST_12165,PRD_0908,Escalated,Critical,Warranty claim inquiry,2026-05-30 06:17:08,
CAS-004398,CUST_01082,PRD_0946,In Progress,Medium,Missing parts in box,2026-05-30 07:17:08,
CAS-004399,CUST_10978,PRD_0178,Closed,Low,Defective item,2026-05-30 08:17:08,64.6
CAS-004400,CUST_15237,PRD_0819,Closed,Low,Billing question,2026-05-30 13:17:08,25.8
CAS-004401,CUST_06558,PRD_0988,Closed,Low,Product arrived damaged,2026-05-30 17:17:08,119.3
CAS-004402,CUST_06880,PRD_0819,New,Medium,Defective item,2026-05-30 22:17:08,
CAS-004403,CUST_14237,PRD_0473,Closed,Low,Warranty claim inquiry,2026-05-31 01:17:08,23.7
